SAAM Person,URI in SAAM,URI in DBPedia,URI found by karma,matched, ,No.1,No.2,No.3,No.4,No.5 ,,,
http://americanart.si.edu/saam/Person_3745,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3745,http://dbpedia.org/resource/Alfred_Pellan,http://dbpedia.org/resource/Alfred_Pellan,0.98801105, same," [0.98801105]	(1.00000000|0.99235977== 1988 | 1988) 	(1.00000000|0.99561851== 1906 | 1906) 	(1.00000000|0.99999930== Alfred Pellan | Alfred Pellan) "," [0.92963649]	(0.87109869|0.96228000== 1988 | 1985) 	(0.91210515|0.96610000== 1906 | 1908) 	(0.87500000|0.99997610== Alfred Pellan | Alfred Powell) "," [0.00172301]	(0.00000000|0.03772000== 1988 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86274511|0.99997610== Alfred Pellan | Alfred) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88461542|0.99997610== Alfred Pelland | Alfred Holland) ",,,,
http://americanart.si.edu/saam/Person_332,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_332,http://dbpedia.org/resource/Abram_Belskie,http://dbpedia.org/resource/Abram_Belskie,0.98800512, same," [0.98800512]	(1.00000000|0.99235977== 1988 | 1988) 	(1.00000000|0.99561253== 1907 | 1907) 	(1.00000000|0.99999930== Abram Belskie | Abram Belskie) ",,,,,,,
http://americanart.si.edu/saam/Person_485,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_485,http://dbpedia.org/resource/Aaron_Bohrod,http://dbpedia.org/resource/Aaron_Bohrod,0.98746833, same," [0.98746833]	(1.00000000|0.99182061== 1992 | 1992) 	(1.00000000|0.99561253== 1907 | 1907) 	(1.00000000|0.99999930== Aaron Bohrod | Aaron Bohrod) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Aaron Bohrod | Aaron) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Aaron Bohrod | Aaron) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Aaron Bohrod | Aaron A) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Aaron Bohrod | Aaron) ",,,
http://americanart.si.edu/saam/Person_45,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_45,http://dbpedia.org/resource/Anni_Albers,http://dbpedia.org/resource/Anni_Albers,0.98739346, same," [0.98739346]	(1.00000000|0.99110787== 1994 | 1994) 	(1.00000000|0.99625297== 1899 | 1899) 	(1.00000000|0.99999930== Anni Albers | Anni Albers) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.91176474|0.99999280== Annelise Fleischmann | Andy Fleischmann) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88235295|0.99997610== Annelise Fleischmann | Alan Fleischmann) ",,,,,
http://americanart.si.edu/saam/Person_5679,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5679,http://dbpedia.org/resource/Arnold_S._Eagle,http://dbpedia.org/resource/Arnold_S._Eagle,0.98729413, same," [0.98729413]	(1.00000000|0.99182061== 1992 | 1992) 	(1.00000000|0.99543689== 1909 | 1909) 	(1.00000000|0.99999930== Arnold Eagle | Arnold Eagle) ",,,,,,,
http://americanart.si.edu/saam/Person_2265,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2265,http://dbpedia.org/resource/Alexandre_Hogue,http://dbpedia.org/resource/Alexandre_Hogue,0.98728452, same," [0.98728452]	(1.00000000|0.99110787== 1994 | 1994) 	(1.00000000|0.99614304== 1898 | 1898) 	(1.00000000|0.99999930== Alexandre Hogue | Alexandre Hogue) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Alexandre Hogue | Alexandre Hohagen) ",,,,,,
http://americanart.si.edu/saam/Person_6271,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6271,http://dbpedia.org/resource/Alfonso_A._Ossorio,http://dbpedia.org/resource/Alfonso_A._Ossorio,0.98707697, same," [0.98707697]	(1.00000000|0.99186795== 1990 | 1990) 	(1.00000000|0.99517044== 1916 | 1916) 	(1.00000000|0.99999930== Alfonso A. Ossorio | Alfonso A. Ossorio) "," [0.00172301]	(0.00000000|0.03772000== 1990 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85600001|0.99997610== Alfonso A. Ossorio | Alfonso IV) ",,,,,,
http://americanart.si.edu/saam/Person_53,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_53,http://dbpedia.org/resource/Alfred_L._Copley,http://dbpedia.org/resource/Alfred_L._Copley,0.98707252, same," [0.98707252]	(1.00000000|0.99182061== 1992 | 1992) 	(1.00000000|0.99521345== 1910 | 1910) 	(1.00000000|0.99999930== Alfred L. Copley | Alfred L. Copley) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86419755|0.99997610== Alfred L. Copley | Alfred L. Smith) ",,,,,,
http://americanart.si.edu/saam/Person_183,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_183,http://dbpedia.org/resource/Alice_Baber,http://dbpedia.org/resource/Alice_Baber,0.98695694, same," [0.98695694]	(1.00000000|0.99289892== 1982 | 1982) 	(1.00000000|0.99401622== 1928 | 1928) 	(1.00000000|0.99999930== Alice Baber | Alice Baber) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Baber | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Alice Baber | Alice Bag) "," [0.00172301]	(0.00000000|0.03772000== 1982 | ----) 	(0.00000000|0.04568000== 1928 | ----) 	(0.85714287|0.99997610== Alice Baber | Alice) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Alice Baber | Alice) ",,,
http://americanart.si.edu/saam/Person_5233,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5233,http://dbpedia.org/resource/Andy_Warhol,http://dbpedia.org/resource/Andy_Warhol,0.98642362, same," [0.98642362]	(1.00000000|0.99236240== 1987 | 1987) 	(1.00000000|0.99401622== 1928 | 1928) 	(1.00000000|0.99999930== Andy Warhol | Andy Warhol) "," [0.03749340]	(0.00000000|0.03772000== ---- | ----) 	(1.00000000|0.99401622== 1928 | 1928) 	(0.86274511|0.99997610== Andrew Warhol | Andrew) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Andy Warhol | Andy Warren) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Andrew Warhol | Andrew Wang) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86274511|0.99997610== Andrew Warhol | Andrew) ",,,
http://americanart.si.edu/saam/Person_6059,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6059,http://dbpedia.org/resource/Andreas_Feininger,http://dbpedia.org/resource/Andreas_Feininger,0.98595553, same," [0.98595553]	(1.00000000|0.99029519== 1999 | 1999) 	(1.00000000|0.99561851== 1906 | 1906) 	(1.00000000|0.99999930== Andreas Feininger | Andreas Feininger) ",,,,,,,
http://americanart.si.edu/saam/Person_6734,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6734,http://dbpedia.org/resource/Allan_Houser,http://dbpedia.org/resource/Allan_Houser,0.98594043, same," [0.98594043]	(1.00000000|0.99110787== 1994 | 1994) 	(1.00000000|0.99478689== 1914 | 1914) 	(1.00000000|0.99999930== Allan Houser | Allan Houser) ",,,,,,,
http://americanart.si.edu/saam/Person_2928,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2928,http://dbpedia.org/resource/Alexander_Liberman,http://dbpedia.org/resource/Alexander_Liberman,0.9854775, same," [0.98547750]	(1.00000000|0.99029519== 1999 | 1999) 	(1.00000000|0.99513579== 1912 | 1912) 	(1.00000000|0.99999930== Alexander Liberman | Alexander Liberman) "," [0.03644103]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1912 | 1910) 	(0.91379309|0.99999280== Alexander Liberman | Alexander Law) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.90625000|0.99999280== Alexander Liberman | Alexander Lipsey) "," [0.00172304]	(0.00000000|0.03772000== 1999 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.93333334|0.99999280== Alexander Liberman | Alexander) "," [0.00172304]	(0.00000000|0.03772000== 1999 | ----) 	(0.00000000|0.04568000== 1912 | ----) 	(0.90740740|0.99999280== Alexander Liberman | Alexander I) ",,,
http://americanart.si.edu/saam/Person_1121,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1121,http://dbpedia.org/resource/Allan_D'Arcangelo,http://dbpedia.org/resource/Allan_D'Arcangelo,0.98482908, same," [0.98482908]	(1.00000000|0.99093692== 1998 | 1998) 	(1.00000000|0.99383699== 1930 | 1930) 	(1.00000000|0.99999930== Allan D'Arcangelo | Allan D'Arcangelo) ",,,,,,,
http://americanart.si.edu/saam/Person_6143,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6143,http://dbpedia.org/resource/Agnes_Martin,http://dbpedia.org/resource/Agnes_Martin,0.98369516, same," [0.98369516]	(1.00000000|0.98850414== 2004 | 2004) 	(1.00000000|0.99513579== 1912 | 1912) 	(1.00000000|0.99999930== Agnes Martin | Agnes Martin) ",,,,,,,
http://americanart.si.edu/saam/Person_7024,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7024,http://dbpedia.org/resource/Anthony_Hecht,http://dbpedia.org/resource/Anthony_Hecht,0.98297586, same," [0.98297586]	(1.00000000|0.98850414== 2004 | 2004) 	(1.00000000|0.99440813== 1923 | 1923) 	(1.00000000|0.99999930== Anthony Hecht | Anthony Hecht) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Anthony Hecht | Anton Hecht) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87356323|0.99997610== Anthony E. Hecht | Anthony E. Walsby) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Anthony Hecht | Anthony) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1923 | ----) 	(0.87356323|0.99997610== Anthony E. Hecht | Anthony E. Oguguo) ",,,
http://americanart.si.edu/saam/Person_6064,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6064,http://dbpedia.org/resource/Arnold_Newman,http://dbpedia.org/resource/Arnold_Newman,0.98162105, same," [0.98162105]	(1.00000000|0.98633700== 2006 | 2006) 	(1.00000000|0.99521943== 1918 | 1918) 	(1.00000000|0.99999930== Arnold Newman | Arnold Newman) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86274511|0.99997610== Arnold Newman | Newman) ",,,,,,
http://americanart.si.edu/saam/Person_2155,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2155,http://dbpedia.org/resource/Al_Held,http://dbpedia.org/resource/Al_Held,0.98155582, same," [0.98155582]	(1.00000000|0.98746528== 2005 | 2005) 	(1.00000000|0.99401622== 1928 | 1928) 	(1.00000000|0.99999930== Al Held | Al Held) ",,,,,,,
http://americanart.si.edu/saam/Person_2146,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2146,,http://dbpedia.org/resource/Albert_Hyman,0.98077244, not same," [0.98077244]	(0.95504196|0.98429000== 1971 | 1972) 	(1.00000000|0.99645012== 1893 | 1893) 	(0.87500000|0.99997610== Albert Heckman | Albert Hyman) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.91228068|0.99999280== Albert William Heckman | Albert William Lee) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Albert W. Heckman | Albert W. Hilchey) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86956525|0.99997610== Albert William Heckman | Albert William Strohschein) ",,,,
http://americanart.si.edu/saam/Person_1288,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1288,,http://dbpedia.org/resource/Alexander_Dinghas,0.979734, not same," [0.97973400]	(0.95504196|0.98429000== 1975 | 1974) 	(1.00000000|0.99539507== 1908 | 1908) 	(0.85483873|0.99997610== Alexander Dobkin | Alexander Dinghas) "," [0.00172301]	(0.00000000|0.03772000== 1975 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89855075|0.99997610== Alexander Dobkin | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Alexander Dobkin | Alexander Budkin) "," [0.00172301]	(0.00000000|0.03772000== 1975 | ----) 	(0.00000000|0.04568000== 1908 | ----) 	(0.86000001|0.99997610== Alexander Dobkin | Alexander I) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89855075|0.99997610== Alexander Dobkin | Alexander) ",,,
http://americanart.si.edu/saam/Person_2431,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2431,http://dbpedia.org/resource/Alain_Jacquet,http://dbpedia.org/resource/Alain_Jacquet,0.97819931, same," [0.97819931]	(1.00000000|0.98492205== 2008 | 2008) 	(1.00000000|0.99317505== 1939 | 1939) 	(1.00000000|0.99999930== Alain Jacquet | Alain Jacquet) ",,,,,,,
http://americanart.si.edu/saam/Person_6741,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6741,http://dbpedia.org/resource/Andrew_J._Russell,http://dbpedia.org/resource/Andrew_J._Russell,0.97812881, same," [0.97812881]	(1.00000000|0.99740942== 1902 | 1902) 	(0.95504196|0.98067000== 1829 | 1830) 	(1.00000000|0.99999930== Andrew J. Russell | Andrew J. Russell) "," [0.95337478]	(0.91210515|0.97219000== 1902 | 1900) 	(0.95504196|0.98067000== 1829 | 1828) 	(0.87356323|0.99997610== Andrew J. Russell | Andrew J. Rogers) "," [0.95089984]	(0.95504196|0.98429000== 1902 | 1903) 	(0.91210515|0.96610000== 1829 | 1827) 	(0.89423078|0.99997610== Andrew J. Russell | Andrew Russell Barbee", Jr.) ," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85057473|0.99997610== Andrew J. Russell | Andrew J Newman) ",,,
http://americanart.si.edu/saam/Person_28928,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_28928,http://dbpedia.org/resource/Alton_Kelley,http://dbpedia.org/resource/Alton_Kelley,0.97784744, same," [0.97784744]	(1.00000000|0.98492205== 2008 | 2008) 	(1.00000000|0.99281779== 1940 | 1940) 	(1.00000000|0.99999930== Alton Kelley | Alton Kelley) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1940 | 1941) 	(0.85000002|0.99997610== Alton Kelley | Ann Kelley) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1940 | 1943) 	(0.89999998|0.99997610== Alton Kelley | Alton Keel) ",,,,,
http://americanart.si.edu/saam/Person_1141,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1141,http://dbpedia.org/resource/Arthur_Bowen_Davies,http://dbpedia.org/resource/Arthur_Bowen_Davies,0.97690627, same," [0.97690627]	(1.00000000|0.99616279== 1928 | 1928) 	(0.95504196|0.98067000== 1862 | 1863) 	(1.00000000|0.99999930== Arthur B. Davies | Arthur B. Davies) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.92592597|0.99999280== A. B. Davies | A.M. Davies) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Arthur Davies | Arthur Daniels) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85263157|0.99997610== A. B. Davies | Andy Davies) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85263157|0.99997610== A. B. Davies | Alun Davies) ",,,
http://americanart.si.edu/saam/Person_28266,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_28266,,http://dbpedia.org/resource/Alfred_Chotzner,0.97538514, not same," [0.97538514]	(1.00000000|0.99463474== 1958 | 1958) 	(0.95504196|0.98067000== 1874 | 1873) 	(0.88288289|0.99997610== Alfred James Dewey | Alfred James Chotzner) ",,,,,,,
http://americanart.si.edu/saam/Person_143,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_143,,http://dbpedia.org/resource/Arnold_Robert_McGill,0.97315419, not same," [0.97315419]	(1.00000000|0.99235977== 1988 | 1988) 	(0.95504196|0.98067000== 1904 | 1905) 	(0.88288289|0.99997610== Arnold Grant Arnold | Arnold Robert McGill) "," [0.96832762]	(0.91210515|0.97219000== 1988 | 1990) 	(1.00000000|0.99603431== 1904 | 1904) 	(0.94193548|0.99999280== Arnold Grant Arnold | Arnold Matters) "," [0.94702565]	(1.00000000|0.99235977== 1988 | 1988) 	(0.87109869|0.95432000== 1904 | 1901) 	(0.95714283|0.99999670== Arnold Grant Arnold | Arnold Bell) "," [0.93932087]	(0.95504196|0.98429000== 1988 | 1989) 	(0.87109869|0.95432000== 1904 | 1901) 	(0.94666666|0.99999280== Arnold Grant Arnold | Arnold Poepke) "," [0.93932087]	(0.95504196|0.98429000== 1988 | 1989) 	(0.87109869|0.95432000== 1904 | 1901) 	(0.93333334|0.99999280== Arnold Grant Arnold | Arnold Nordmeyer) ",,,
http://americanart.si.edu/saam/Person_4276,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4276,,http://dbpedia.org/resource/Angelo_Brovelli,0.97177436, not same," [0.97177436]	(1.00000000|0.99095270== 1995 | 1995) 	(0.95504196|0.98067000== 1911 | 1910) 	(0.87037039|0.99997610== Angelo Savelli | Angelo Brovelli) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1911 | 1914) 	(0.88461542|0.99997610== Angelo Savelli | Angelo Savoldi) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Angelo Savelli | Angelo Sabino) ",,,,,
http://americanart.si.edu/saam/Person_5543,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5543,,http://dbpedia.org/resource/Alexander_Prince_of_Erbach-Sch%C3%B6nberg,0.96982849, not same," [0.96982849]	(0.91210515|0.97219000== 1946 | 1944) 	(1.00000000|0.99759478== 1872 | 1872) 	(0.88888890|0.99997610== Alexander Zeitlin | Alexander) "," [0.00172301]	(0.00000000|0.03772000== 1946 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Alexander Zeitlin | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Alexander Zeitlin | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Alexander Zeitlin | Alexander) ",,,,
http://americanart.si.edu/saam/Person_2153,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2153,,http://dbpedia.org/resource/Arthur_William_Murphy,0.96883881, not same," [0.96883881]	(0.91210515|0.97219000== 1965 | 1963) 	(1.00000000|0.99657677== 1891 | 1891) 	(0.87407410|0.99997610== Arthur William Heintzelman | Arthur William Murphy) "," [0.93921031]	(0.91210515|0.97219000== 1965 | 1963) 	(0.91210515|0.96610000== 1891 | 1893) 	(0.88372093|0.99997610== Arthur William Heintzelman | Arthur William Carr) "," [0.91830110]	(0.87109869|0.96228000== 1965 | 1968) 	(0.87109869|0.95432000== 1891 | 1888) 	(0.86666667|0.99997610== Arthur William Heintzelman | Arthur Williams) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Arthur William Heintzelman | Arthur Williams) ",,,,
http://americanart.si.edu/saam/Person_2522,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2522,,http://dbpedia.org/resource/Alexander_Vertinsky,0.9652406, not same," [0.96524060]	(0.95504196|0.98429000== 1958 | 1957) 	(0.95504196|0.98067000== 1888 | 1889) 	(0.86111110|0.99997610== Alexander Kachinsky | Alexander Vertinsky) "," [0.03759016]	(0.00000000|0.03772000== ---- | ----) 	(1.00000000|0.99658155== 1888 | 1888) 	(0.89393938|0.99997610== Alexander Kachinsky | Alexander Kuchin) "," [0.00172301]	(0.00000000|0.03772000== 1958 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87179488|0.99997610== Alexander Kachinsky | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87179488|0.99997610== Alexander Kachinsky | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85135138|0.99997610== Alexander Kachinsky | Alexander Severinsky) ",,,
http://americanart.si.edu/saam/Person_6430,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6430,,http://dbpedia.org/resource/Alexander_Morrison_(politician),0.9622589, not same," [0.96225890]	(1.00000000|0.99603129== 1930 | 1930) 	(0.91210515|0.96610000== 1853 | 1851) 	(0.91176474|0.99999280== Alexander Harrison | Alexander Morrison) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85483873|0.99997610== Alexander Harrison | Alexander Aaron) "," [0.00172301]	(0.00000000|0.03772000== 1930 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87931037|0.99997610== Alexander Harrison | Alexander Hay) "," [0.00172301]	(0.00000000|0.03772000== 1930 | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88000000|0.99997610== Alexander Harrison | Alexander) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88000000|0.99997610== Alexander Harrison | Alexander) ",,,
http://americanart.si.edu/saam/Person_4637,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4637,,http://dbpedia.org/resource/Albert_Edward_Munn,0.96124002, not same," [0.96124002]	(1.00000000|0.99497665== 1946 | 1946) 	(0.91210515|0.96610000== 1863 | 1865) 	(0.93693697|0.99999280== Albert Edward Sterner | Albert Edward Munn) "," [0.04440858]	(0.91210515|0.97219000== 1946 | 1948) 	(0.00000000|0.04568000== 1863 | ----) 	(0.86000001|0.99997610== Albert Sterner | Albert Snider) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1863 | 1862) 	(0.89999998|0.99997610== Albert Sterner | Albert Bourne) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.90909088|0.99999280== Albert Sterner | Albert Siu) "," [0.00172304]	(0.00000000|0.03772000== 1946 | ----) 	(0.00000000|0.04568000== 1863 | ----) 	(0.93333334|0.99999280== Albert Edward Sterner | Albert Edward Gardner) ",,,
http://americanart.si.edu/saam/Person_3946,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3946,http://dbpedia.org/resource/Abraham_Rattner,http://dbpedia.org/resource/Abraham_Rattner,0.95985386, same," [0.95985386]	(1.00000000|0.99353539== 1978 | 1978) 	(0.91210515|0.96610000== 1895 | 1893) 	(1.00000000|0.99999930== Abraham Rattner | Abraham Rattner) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Abraham Rattner | Abraham) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Abraham Rattner | Abraham) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86666667|0.99997610== Abraham Rattner | Abraham) ",,,,
http://americanart.si.edu/saam/Person_70,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_70,http://dbpedia.org/resource/Arturo_Pacheco_Altamirano,http://dbpedia.org/resource/Arturo_Pacheco_Altamirano,0.95985386, same," [0.95985386]	(1.00000000|0.99353539== 1978 | 1978) 	(0.91210515|0.96610000== 1905 | 1903) 	(1.00000000|0.99999930== Arturo Pacheco Altamirano | Arturo Pacheco Altamirano) ",,,,,,,
