SAAM Person,URI in SAAM,URI in DBPedia,URI found by karma,matched, ,No.1,No.2,No.3,No.4,No.5 ,,,
http://americanart.si.edu/saam/Person_6799,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6799,,http://dbpedia.org/resource/Andrew_Bagnall,0.03734918, not same," [0.03734918]	(0.00000000|0.03772000== ---- | ----) 	(1.00000000|0.99019272== 1947 | 1947) 	(0.86000001|0.99997610== Andrew Balkin | Andrew Bagnall) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1947 | 1945) 	(0.87500000|0.99997610== Andrew Balkin | Andrew Birkin) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.90909088|0.99999280== Andrew Balkin | Andrew Ball) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.90909088|0.99999280== Andrew Balkin | Andrew Bain) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86274511|0.99997610== Andrew Balkin | Andrew) ",,,
http://americanart.si.edu/saam/Person_30170,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_30170,http://dbpedia.org/resource/Andy_Paiko,http://dbpedia.org/resource/Andy_Paiko,0.03730944, same," [0.03730944]	(0.00000000|0.03772000== ---- | ----) 	(1.00000000|0.98911616== 1977 | 1977) 	(1.00000000|0.99999930== Andy Paiko | Andy Paiko) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1977 | 1975) 	(0.85294116|0.99997610== Andy Paiko | Andy Park) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Andy Paiko | Andy Page) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Andy Paiko | Andy Paul) ",,,,
http://americanart.si.edu/saam/Person_18472,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18472,,http://dbpedia.org/resource/Anne_Smith,0.03699077, not same," [0.03699077]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1958 | 1959) 	(1.00000000|0.99999718== Anne Smith | Anne Smith) "," [0.03599693]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1958 | 1955) 	(1.00000000|0.99999930== Anne L. Smith | Anne Smith", Lady Smith) ," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.94400001|0.99999280== Anne Smith | Anne Easter Smith) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86842108|0.99997610== Anne Smith | Andre Smith) ",,,
http://americanart.si.edu/saam/Person_29022,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_29022,,http://dbpedia.org/resource/Alan_S._Thompson,0.03699061, not same," [0.03699061]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1956 | 1955) 	(0.94949496|0.99999280== Alan Burton Thompson | Alan S. Thompson) "," [0.03599687]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1956 | 1959) 	(0.98064518|0.99999780== Alan Burton Thompson | Alan Thompson) "," [0.00172305]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.98064518|0.99999780== Alan Burton Thompson | Alan Thompson) "," [0.00172305]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.98064518|0.99999780== Alan Burton Thompson | Alan Thompson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87586206|0.99997610== Alan Burton Thompson | Al Thompson) ",,,
http://americanart.si.edu/saam/Person_28834,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_28834,,http://dbpedia.org/resource/Ann_Taylor,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1948 | 1947) 	(0.85294116|0.99997610== Al Taylor | Ann Taylor) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.91666669|0.99999280== Al Taylor | Allison Taylor) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.93421054|0.99999280== Al Taylor | Alice Taylor) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86842108|0.99997610== Al Taylor | April Taylor) ",,,,
http://americanart.si.edu/saam/Person_3664,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3664,,http://dbpedia.org/resource/Anthony_John_Allen,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1933 | 1934) 	(0.88288289|0.99997610== Anthony John Padovano | Anthony John Allen) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1933 | 1934) 	(0.87719297|0.99997610== Anthony John Padovano | Anthony John Walton) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87719297|0.99997610== Anthony John Padovano | Anthony John Clarke) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87719297|0.99997610== Anthony John Padovano | Anthony John Mooney) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Anthony Padovano | Anthony) ",,,
http://americanart.si.edu/saam/Person_336,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_336,,http://dbpedia.org/resource/Alf_Bennett,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1899 | 1898) 	(0.87037039|0.99997610== Alfred Bendiner | Alfred Bennett) ",,,,,,,
http://americanart.si.edu/saam/Person_2139,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2139,,http://dbpedia.org/resource/Anne_Helm,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1939 | 1938) 	(0.85294116|0.99997610== Anne Healy | Anne Helm) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86842108|0.99997610== Anne Healy | Anne Heaton) ",,,,,,
http://americanart.si.edu/saam/Person_6275,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6275,,http://dbpedia.org/resource/Andrea_Hall,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1948 | 1947) 	(0.85000002|0.99997610== Andrea Gill | Andrea Hall) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88888890|0.99997610== Andrea Gill | Andrea) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Andrea Gill | Andrea Gibson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89999998|0.99997610== Andrea Gill | Andrea Hill) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85000002|0.99997610== Andrea Gill | Andrea Hull) ",,,
http://americanart.si.edu/saam/Person_3623,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3623,,http://dbpedia.org/resource/Arthur_Omar,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1947 | 1948) 	(0.86363637|0.99997610== Arthur Ollman | Arthur Omar) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1947 | 1945) 	(0.85454547|0.99997610== Arthur L. Ollman | Arthur Li) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86419755|0.99997610== Arthur L. Ollman | Arthur L. Tuuri) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85057473|0.99997610== Arthur L. Ollman | Arthur L. Hammond) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Arthur L. Ollman | Arthur L. Carter) ",,,
http://americanart.si.edu/saam/Person_18420,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18420,,http://dbpedia.org/resource/Tony_Henderson,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1955 | 1954) 	(0.87037039|0.99997610== Adele Henderson | Tony Henderson) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1955 | 1957) 	(0.87931037|0.99997610== Adele Henderson | Archie Henderson) "," [0.03599669]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1955 | 1952) 	(0.90740740|0.99999280== Adele Henderson | Adele Anderson) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.90740740|0.99999280== Adele Henderson | Adam Henderson) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87037039|0.99997610== Adele Henderson | Andy Henderson) ",,,
http://americanart.si.edu/saam/Person_2551,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2551,,http://dbpedia.org/resource/Anne_Healey,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1952 | 1951) 	(0.88888890|0.99997610== Anne Marie Karlsen | Anne Marie Healey) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1952 | 1951) 	(0.85294116|0.99997610== Anne-Marie Karlsen | Anne-Marie P?lsson) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1952 | 1953) 	(0.88888890|0.99997610== Anne-Marie Karlsen | Anne-Marie Kantengwa) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1952 | 1955) 	(0.89583337|0.99997610== Anne Marie Karlsen | Anne Marie Palli) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1952 | 1955) 	(0.88235295|0.99997610== Anne Marie Karlsen | Anne Marie Pohtamo) ",,,
http://americanart.si.edu/saam/Person_7258,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7258,,http://dbpedia.org/resource/Andrew_Brown_(writer),0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1956 | 1955) 	(0.86000001|0.99997610== Andrew Borowiec | Andrew Brown) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Andrew Borowiec | Andrew Boris) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1956 | ----) 	(0.86000001|0.99997610== Andrew Borowiec | Andrew Brown) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Andrew Borowiec | Andrew Brown) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Andrew Borowiec | Andrew Brown) ",,,
http://americanart.si.edu/saam/Person_51,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_51,,http://dbpedia.org/resource/Al_Avison,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1919 | 1920) 	(0.89999998|0.99997610== Al Albrektson | Al Avison) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1919 | 1918) 	(0.85526317|0.99997610== Al Albrektson | Al Lyons) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1919 | 1921) 	(0.85869563|0.99997610== Al Albrektson | Al Dekdebrun) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1919 | 1917) 	(0.85000002|0.99997610== Al Albrektson | Al Wukits) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1919 | 1921) 	(0.85869563|0.99997610== Al Albrektson | Al Stevenson) ",,,
http://americanart.si.edu/saam/Person_7459,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7459,,http://dbpedia.org/resource/Amos_Williams,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1946 | 1947) 	(0.86000001|0.99997610== Alice Williams | Amos Williams) "," [0.03644117]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1946 | 1948) 	(0.96739131|0.99999670== Alice Williams | Al Williams) "," [0.03644103]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1946 | 1944) 	(0.93478262|0.99999280== Alice Cling | Alice Clausing) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1946 | 1948) 	(0.86842108|0.99997610== Alice Cling | Alice Wong) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1946 | 1949) 	(0.87500000|0.99997610== Alice Williams | Ann Williams) ",,,
http://americanart.si.edu/saam/Person_5263,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5263,,http://dbpedia.org/resource/Albert_Prince-Cox,0.03698999, not same," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1891 | 1890) 	(0.87719297|0.99997610== Albert James Webb | Albert James Prince-Cox) "," [0.03698999]	(0.00000000|0.03772000== ---- | ----) 	(0.95504196|0.98067000== 1891 | 1892) 	(0.87719297|0.99997610== Albert James Webb | Albert James MacLachlan) "," [0.03644103]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1891 | 1893) 	(0.90196079|0.99999280== Albert James Webb | Albert James Powell) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1891 | 1893) 	(0.85294116|0.99997610== Albert Webb | Art Webb) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1891 | 1893) 	(0.85714287|0.99997610== Albert J. Webb | Albert J. Loveland) ",,,
http://americanart.si.edu/saam/Person_18273,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_18273,,http://dbpedia.org/resource/John_Anderson_Jr.,0.03644117, not same," [0.03644117]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1915 | 1917) 	(0.95161289|0.99999670== Anderson Johnson | Anderson", John, Jr.) ," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.93939394|0.99999280== Anderson Johnson | Anderson) ",,,,
http://americanart.si.edu/saam/Person_5406,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5406,,http://dbpedia.org/resource/Arthur_Luther,0.03644103, not same," [0.03644103]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1917 | 1919) 	(0.90588236|0.99999280== Arthur Williams | Arthur William Luther) "," [0.03644103]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1917 | 1919) 	(0.92500001|0.99999280== Arthur Williams | Arthur William Wade) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1917 | 1919) 	(0.85135138|0.99997610== Arthur Williams | Arthur William Jr. Gebaur) "," [0.03599669]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1917 | 1920) 	(0.92307693|0.99999280== Arthur Williams | Arthur Willis) "," [0.00172305]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.98666668|0.99999780== Arthur Williams | Arthur J. Williams) ",,,
http://americanart.si.edu/saam/Person_2195,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_2195,,http://dbpedia.org/resource/Alan_Hess,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1950 | 1952) 	(0.85294116|0.99997610== Allen Hess | Alan Hess) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87179488|0.99997610== Allen Hess | Allen) ",,,,,,
http://americanart.si.edu/saam/Person_3651,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3651,,http://dbpedia.org/resource/Arthur_Piver,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1912 | 1910) 	(0.86363637|0.99997610== Arthur Osver | Arthur Piver) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1912 | 1909) 	(0.86666667|0.99997610== Arthur Osver | Arthur O. Beyer) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.89130437|0.99997610== Arthur Osver | Arthur Oliver) ",,,,,
http://americanart.si.edu/saam/Person_3166,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3166,,http://dbpedia.org/resource/Antonio_Macr%C3%AC,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1900 | 1902) 	(0.86000001|0.99997610== Antonio Mattei | Antonio Macr¡°) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.92307693|0.99999280== Antonio Mattei | Antonio Mateos) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Antonio Mattei | Antonio Macia) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85714287|0.99997610== Antonio Mattei | Antonio Malfante) ",,,,
http://americanart.si.edu/saam/Person_5940,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_5940,,http://dbpedia.org/resource/Anthony_Joseph_Scirica,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1938 | 1940) 	(0.89393938|0.99997610== Anthony Joseph Salvatore | Anthony Joseph Scirica) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87407410|0.99997610== Anthony Joseph Salvatore | Anthony Joseph Williams) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88372093|0.99997610== Anthony Joseph Salvatore | Anthony Joseph Murphy) ",,,,,
http://americanart.si.edu/saam/Person_1883,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1883,,http://dbpedia.org/resource/Anthony_Moore,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1950 | 1948) 	(0.87500000|0.99997610== Anthony Gorny | Anthony Moore) "," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1950 | 1948) 	(0.89130437|0.99997610== Anthony Gorny | Anthony Gair) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1950 | 1947) 	(0.87500000|0.99997610== Anthony Gorny | Anthony Geary) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1950 | 1953) 	(0.87500000|0.99997610== Anthony Gorny | Anthony Short) "," [0.00172304]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.92592597|0.99999280== Anthony Gorny | Anthony) ",,,
http://americanart.si.edu/saam/Person_6314,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6314,,http://dbpedia.org/resource/Antony_Gormley,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1948 | 1950) 	(0.88461542|0.99997610== Antony Gleaton | Antony Gormley) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1948 | 1945) 	(0.86363637|0.99997610== Antony Gleaton | Antony Pay) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86000001|0.99997610== Antony Gleaton | Antony Graham) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86363637|0.99997610== Antony Gleaton | Antony Bek) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87500000|0.99997610== Antony Gleaton | Antony Allen) ",,,
http://americanart.si.edu/saam/Person_28019,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_28019,,http://dbpedia.org/resource/Art_Larsen,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1923 | 1925) 	(0.85714287|0.99997610== Arthur A. Landfors | Arthur Larsen) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88571429|0.99997610== Arthur A. Landfors | Arthur Lander) ",,,," [0.00172301]	(0.00000000|0.03772000== 1986 | ----) 	(0.00000000|0.04568000== 1913 | ----) 	(0.86000001|0.99997610== Alexander Nepote | Alexander I) ",,
http://americanart.si.edu/saam/Person_6201,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_6201,,http://dbpedia.org/resource/Michael_Hudson_(admiral),0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1935 | 1933) 	(0.86274511|0.99997610== Andrew Hudson | Hudson) "," [0.03599609]	(0.00000000|0.03772000== ---- | ----) 	(0.87109869|0.95432000== 1935 | 1938) 	(0.87037039|0.99997610== Andrew Hudson | Andrew Hutchison) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85600001|0.99997610== Andrew Hudson | Andrew H. Stone) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86274511|0.99997610== Andrew Hudson | Andrew) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.87500000|0.99997610== Andrew Hudson | Andrew Hobson) ",,,
http://americanart.si.edu/saam/Person_7058,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_7058,,http://dbpedia.org/resource/Alan_Stivell,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1946 | 1944) 	(0.85000002|0.99997610== Alan Stirt | Alan Stivell) ",,,,,,,
http://americanart.si.edu/saam/Person_3527,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_3527,,http://dbpedia.org/resource/Alan_Bowman,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1946 | 1944) 	(0.89090908|0.99997610== Alan B. Newman | Alan Bowman) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85454547|0.99997610== Alan B. Newman | Alan Bryman) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85294116|0.99997610== Alan B. Newman | Newman) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== 1946 | ----) 	(0.85333335|0.99997610== Alan B. Newman | Alan B. McElroy) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.86419755|0.99997610== Alan B. Newman | Alan N. Braverman) ",,,
http://americanart.si.edu/saam/Person_1089,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1089,,http://dbpedia.org/resource/Arthur_Karpus,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== 1991 | ----) 	(0.91210515|0.96610000== 1900 | 1898) 	(0.85600001|0.99997610== Arthur A. Sharp | Arthur Karpus) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.85600001|0.99997610== Arthur A. Sharp | Arthur Somare) "," [0.00172301]	(0.00000000|0.03772000== ---- | ----) 	(0.00000000|0.04568000== ---- | ----) 	(0.88000000|0.99997610== Arthur A. Sharp | Arthur S. Hara) ",,,,,
http://americanart.si.edu/saam/Person_1043,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_1043,,http://dbpedia.org/resource/Arthur_Cram,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1896 | 1894) 	(0.88095236|0.99997610== Arthur Crisp | Arthur Cram) ",,,,,,,
http://americanart.si.edu/saam/Person_4335,http://fusion.adx.isi.edu:8088/openrdf-workbench/repositories/SAAM3/explore?resource=ont0%3APerson_4335,,http://dbpedia.org/resource/A._R._Schwartz,0.03644042, not same," [0.03644042]	(0.00000000|0.03772000== ---- | ----) 	(0.91210515|0.96610000== 1928 | 1926) 	(0.85600001|0.99997610== Aubrey Schwartz | A. R. Schwartz) ",,,,,,,
